obec;pou;AB;BUS;M;MOT;NA;NAA;NAE;NN;NAN;NNA;NNT;NS;OA;OSO;OAE;OV;PN;PNA;PNT;PS;SA;SN;SNV;SP;SPT;SS;TN;TR;VD;VN;PTA;ABT;MM;MMK;MMP;MS;MST;MTR;MTS;MTT;MTV;NAC;NAG;NAI;NAK;NAM;NAP;NAR;NAS;NAU;NAV;NAW;NAX;NC;NJ;NK;NNR;NP;NPC;NPR;NT;NTC;NTK;NTN;NV;OAD;OAG;OAK;OAM;OAO;OAR;OAS;OAV;P;PA;PD;PNC;PNJ;PNK;PNN;PNP;PNS;PNU;PNV;PO;POC;PON;POO;PPN;PRS;PT;PTC;PTN;PTO;PTS;SAA;SAC;SAE;SAG;SAJ;SAP;SAR;SAS;SAV;SAW;T;TJE;TKO;TKU;TMA;TP;TPA;VMB;VMN;VMP;VZU;.;1;BUD;JIV;JTK;MCT;MKL;MOP;MPV;NAT;NSA;NTA;OVZ;PRN;PRT;PRV;PSN;SPA;SPP;STC;TAN;TAP;TNA;TRA;TRK;TRP;VIS;VNN;VTS;VUD;VVO;Celkem
Brandov;LitvÌnov;0;0;20;5;10;0;0;0;0;0;0;0;171;17;0;2;9;0;0;0;3;0;0;0;0;3;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;6;0;11;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;1;1;9;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;295
Brand˝s nad Labem-Star· Boleslav;Brand˝s nad Labem-Star· Boleslav;113;110;1533;216;931;0;0;27;0;0;3;3;8836;1413;0;5;457;0;1;36;14;0;2;4;0;29;4;25;30;0;0;0;33;11;17;29;0;3;10;0;19;0;2;6;13;7;5;0;60;198;20;0;0;0;0;0;0;5;0;0;0;1;2;0;0;13;12;154;13;2;0;3;23;0;0;0;5;4;2;2;5;0;1;92;232;31;331;47;0;0;2;7;1;0;42;0;1;0;0;5;0;0;13;0;0;1;0;54;0;0;0;0;0;0;5;77;64;6;0;0;0;1;0;0;1;1;0;0;0;7;2;199;0;5;6;0;0;0;0;2;13;0;0;0;0;2;0;15722
Brand˝s nad OrlicÌ;⁄stÌ nad OrlicÌ;0;0;144;12;55;0;0;18;0;0;0;1;562;74;0;0;32;0;1;3;1;0;0;0;0;0;0;1;2;0;0;0;6;2;0;4;0;0;1;0;1;0;0;0;1;0;0;0;1;15;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;13;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;2;27;2;43;4;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;9;1;2;0;0;0;0;0;0;0;0;0;0;0;5;0;19;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1079
Brand˝sek;Kladno;3;1;258;32;112;0;0;1;0;0;0;0;1042;154;0;2;68;0;1;2;0;0;0;0;0;5;0;4;5;0;0;0;6;14;1;13;1;1;1;0;3;0;0;2;2;1;1;0;5;21;1;0;1;0;0;0;0;3;0;1;0;0;0;0;0;3;1;10;0;0;1;0;3;0;0;0;0;0;0;0;3;0;0;12;38;4;26;12;0;0;0;0;0;0;4;0;1;0;0;1;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;2;2;4;0;0;0;1;0;0;0;0;0;0;0;2;0;33;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;1943
Branice;Milevsko;1;0;17;3;4;0;0;0;0;0;0;0;151;20;0;0;13;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;4;0;12;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;13;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;262
BranÌökov;Tiönov;0;0;43;6;11;2;0;1;0;0;2;0;124;16;0;1;13;0;0;4;0;0;0;0;0;1;0;4;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;9;0;3;2;0;0;0;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;276
Braniöov;»eskÈ BudÏjovice;0;0;36;2;30;0;0;2;0;0;0;1;173;18;0;0;14;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;8;1;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;4;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;332
Braniöovice;Poho¯elice;0;0;65;13;43;1;0;12;0;0;0;0;266;84;0;0;24;0;0;1;1;0;0;0;0;2;0;3;0;0;0;0;3;0;0;2;0;0;0;0;0;0;1;0;1;0;1;0;0;83;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;2;8;0;9;0;0;0;0;1;0;0;17;0;1;0;0;2;0;0;0;0;0;0;0;17;0;0;0;0;0;0;0;4;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;47;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;723
Branka u Opavy;Opava;1;0;121;22;70;0;0;13;3;0;3;0;454;91;0;8;50;0;0;2;3;0;0;0;0;9;0;13;3;0;0;0;5;0;0;6;0;0;0;0;2;0;0;0;0;0;0;0;5;24;0;0;0;0;0;0;0;3;0;0;1;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;2;3;0;18;10;2;25;1;0;0;5;4;0;0;26;0;0;0;0;1;0;0;0;0;0;0;0;22;0;0;0;0;0;0;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;3;0;30;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;1078
Brankovice;BuËovice;2;0;70;5;53;0;0;4;0;0;0;0;400;53;0;0;26;0;0;0;3;0;0;0;0;3;0;3;3;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;3;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;10;16;0;20;1;0;0;1;0;0;0;10;0;0;0;0;0;0;1;0;0;0;0;0;12;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;25;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;745
Branky;ValaöskÈ Mezi¯ÌËÌ;1;0;97;15;28;0;0;0;0;0;1;0;453;62;0;0;44;0;2;0;0;0;0;0;0;0;0;5;1;0;0;0;26;2;0;1;0;0;0;0;6;0;1;0;0;0;0;0;1;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;0;7;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;4;27;2;19;1;0;0;1;0;0;0;4;0;1;0;0;0;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;2;3;1;0;0;0;0;0;0;0;0;0;0;0;1;0;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;859
Brann·;Hanuöovice;0;0;20;0;10;0;0;1;0;0;1;0;118;11;0;0;7;0;0;0;1;0;1;0;0;1;0;5;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;3;0;2;0;0;0;1;0;0;0;9;0;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;4;0;1;0;0;0;0;0;0;2;0;0;0;0;0;0;218
Branov;K¯ivokl·t;0;0;20;3;9;0;0;0;0;0;1;0;134;17;0;0;11;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;11;0;5;3;0;0;0;0;0;0;7;0;1;0;0;1;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;262
Bransouze;T¯ebÌË;0;0;34;2;8;0;0;0;0;0;1;0;123;13;0;0;7;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;8;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;17;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;238
Brantice;Krnov;0;0;186;13;128;0;0;4;0;1;0;0;697;110;0;0;84;0;0;1;4;0;0;0;0;3;0;2;0;0;0;0;43;0;0;3;0;0;1;0;3;0;1;1;3;0;0;0;3;43;2;0;2;0;0;0;0;9;0;0;0;0;0;0;0;0;2;5;1;0;0;1;0;0;0;0;0;0;0;1;1;0;0;9;35;1;27;0;0;1;2;0;1;0;7;0;0;0;0;0;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;29;0;4;0;0;0;0;0;0;0;0;0;0;0;4;0;40;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1530
Branûeû;Mnichovo HradiötÏ;0;0;58;7;20;0;0;0;0;0;1;0;161;26;0;1;19;0;0;1;1;0;0;0;0;1;0;2;2;0;0;0;2;1;3;3;0;0;0;0;0;0;0;0;1;0;0;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;6;1;19;1;0;0;0;0;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;3;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;368
Braökov;Unhoöù;0;0;117;32;75;0;0;0;0;0;0;0;560;88;0;1;40;0;0;1;1;0;0;0;0;3;0;2;1;0;0;0;1;5;0;1;0;0;1;0;0;0;1;0;2;0;1;0;5;26;3;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;7;23;3;18;7;0;1;1;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;4;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;14;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1068
B¯asy;Radnice;0;0;288;27;99;0;0;3;0;0;2;0;1346;164;0;4;119;0;0;1;2;0;0;0;0;4;1;15;3;0;0;0;24;0;1;2;1;0;1;0;1;0;0;0;7;2;2;0;4;28;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;16;0;0;0;0;2;0;0;0;0;0;1;2;1;0;0;48;73;3;78;7;0;0;1;2;1;0;19;0;1;0;0;0;0;0;1;0;0;0;0;37;0;0;0;0;0;0;0;8;3;3;0;0;0;0;0;0;0;0;0;0;0;1;1;53;0;0;1;0;0;0;0;2;7;0;0;0;1;0;0;2528
BratËice;»·slav;1;0;59;3;6;0;0;0;0;0;0;0;224;33;0;0;34;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;2;1;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;17;1;0;0;1;0;0;0;3;0;1;0;0;0;0;0;0;0;0;0;0;5;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;10;0;1;0;0;0;0;0;0;3;0;0;0;0;0;0;429
BratËice;éidlochovice;0;0;72;8;44;0;0;1;0;0;1;0;313;51;0;1;14;0;0;0;1;0;0;0;0;4;0;9;0;0;0;0;2;0;0;2;0;0;1;0;0;0;0;0;2;0;0;0;3;8;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;7;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;2;6;0;10;0;0;0;2;0;0;0;18;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;3;0;2;0;0;0;0;0;0;0;0;0;0;0;2;0;18;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;629
Bratkovice;P¯Ìbram;0;0;37;5;38;0;0;3;0;0;0;0;215;10;0;2;17;0;0;2;1;0;0;0;0;0;0;1;0;0;0;0;2;12;0;0;0;0;0;0;3;0;0;0;0;0;1;0;1;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;3;6;2;17;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;411
Brat¯ejov;Vizovice;0;0;80;8;20;0;0;0;0;0;2;0;397;20;0;0;30;0;0;2;0;0;0;0;0;1;0;9;0;0;0;0;4;0;0;1;0;0;0;0;0;0;1;1;1;0;0;0;2;3;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;15;0;11;0;0;0;0;0;0;0;6;0;1;0;0;0;0;0;1;0;0;0;0;15;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;18;0;1;0;0;0;0;0;0;6;0;0;0;0;0;0;671
Brat¯ice;Pacov;0;0;39;1;7;0;0;0;0;0;0;0;96;19;0;2;9;0;0;1;1;0;0;0;0;0;0;5;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;7;1;10;0;0;0;5;0;0;0;6;0;0;0;0;0;0;0;0;0;0;0;0;23;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;257
Brat¯Ìkovice;Opava;0;0;15;1;6;0;0;0;0;0;0;0;71;9;0;2;4;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;2;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;134
Brat¯Ìnov;MnÌöek pod Brdy;0;0;33;5;13;0;0;0;0;0;0;0;109;15;0;0;10;0;0;0;1;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;4;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;211
Bratronice;Blatn·;0;0;21;1;4;0;0;0;0;0;0;0;46;12;0;0;8;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;6;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0;0;1;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;117
Bratronice;Kladno;0;1;178;20;91;0;0;7;0;0;3;0;598;82;0;1;54;0;0;3;2;0;0;0;0;6;0;12;1;0;0;0;2;9;0;2;0;0;2;1;0;0;1;0;3;2;0;0;4;6;2;0;0;0;0;0;0;1;0;0;0;0;0;0;0;2;4;8;0;0;0;0;2;0;0;0;1;0;0;1;1;0;0;7;18;1;21;4;0;0;2;0;0;0;7;0;0;0;1;2;0;0;5;0;0;1;0;24;0;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;0;1;0;0;0;0;1;15;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1229
Bratruöov;äumperk;1;0;71;12;26;0;0;0;0;0;0;0;297;33;0;0;29;0;2;1;5;0;0;0;0;0;0;1;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;5;12;0;8;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;2;0;22;0;0;1;0;0;0;0;1;6;0;0;0;0;0;0;559
Bravantice;BÌlovec;0;0;83;16;42;0;0;2;0;0;0;0;441;62;0;0;43;0;1;1;1;0;0;0;0;2;1;7;2;0;0;0;0;0;1;1;0;0;5;0;2;0;0;1;0;0;0;0;1;5;1;0;0;0;0;0;0;1;0;0;0;0;3;0;0;1;0;2;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;5;14;0;13;3;0;0;1;3;0;0;27;0;2;0;0;0;0;0;2;0;0;0;0;16;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;839
Br·zdim;Brand˝s nad Labem-Star· Boleslav;1;0;71;14;38;0;0;0;0;0;2;0;357;41;0;0;30;0;2;4;1;0;0;0;0;6;0;10;1;0;0;0;2;1;0;1;0;1;1;0;1;0;0;0;0;2;0;0;4;9;4;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;5;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;13;8;1;12;2;0;1;1;3;0;0;16;0;2;0;0;0;0;0;0;0;0;0;0;7;0;0;0;0;0;0;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;7;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;700
Braûec;Karlovy Vary;0;0;9;0;4;0;0;0;0;0;0;0;68;6;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;98
Brdy;Vojensk˝ ˙jezd Brdy;0;0;4;0;0;0;0;0;0;0;0;0;8;1;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20
B¯eclav;B¯eclav;123;32;1703;187;1032;3;0;23;0;1;2;1;10808;1348;0;3;447;0;7;49;18;0;0;0;1;36;3;43;25;0;0;0;109;12;13;62;1;1;1;0;10;2;4;4;28;9;6;0;70;214;33;0;4;0;0;2;0;3;1;0;0;0;5;0;2;18;3;134;4;1;0;0;3;0;0;0;7;2;3;3;5;2;0;129;419;18;221;20;0;0;19;2;2;0;50;4;6;0;3;11;0;0;10;0;0;0;0;59;0;0;0;0;0;0;0;64;32;12;0;0;0;0;0;0;0;0;0;0;0;8;0;235;0;5;3;0;0;0;0;0;22;0;0;0;1;2;0;18033
B¯ehov;»eskÈ BudÏjovice;0;0;30;3;15;0;0;0;0;0;0;0;125;15;0;0;11;0;0;0;0;0;0;0;0;3;0;4;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;5;2;0;10;1;0;0;0;2;0;0;2;0;0;0;0;1;0;0;0;0;0;0;0;10;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;263
B¯ehy;P¯elouË;2;0;171;22;65;0;0;2;0;1;0;0;617;68;0;0;67;0;2;3;0;0;0;0;0;5;0;6;0;0;0;0;7;1;0;8;1;0;0;0;0;0;0;1;4;1;1;0;0;9;3;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;6;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;11;30;6;54;7;0;0;1;0;0;0;8;0;2;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;0;0;0;9;0;3;0;0;0;0;0;0;0;0;0;0;0;2;1;34;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;1257
B¯est;HulÌn;1;0;110;10;45;0;0;1;0;0;3;0;462;74;0;0;51;0;1;1;6;0;0;1;0;13;0;15;1;0;0;0;4;0;0;4;1;0;0;0;1;0;0;1;1;0;2;0;4;19;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;2;0;0;0;0;0;0;0;0;0;3;1;0;1;0;0;11;19;0;28;1;0;0;3;1;0;0;22;0;1;0;0;1;0;0;1;0;1;0;0;22;0;0;0;0;0;0;0;7;0;7;0;0;0;0;0;0;0;0;0;0;0;1;0;25;0;2;0;0;0;0;0;0;3;0;0;0;0;0;0;997
B¯estek;UherskÈ HradiötÏ;0;0;91;14;46;0;0;1;0;0;1;0;471;51;0;0;26;0;0;1;0;0;0;0;0;2;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;1;2;0;0;0;2;13;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;8;0;13;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0;0;0;2;0;0;25;0;0;0;0;0;0;0;1;2;0;0;0;0;0;0;803
B¯evnice;HavlÌËk˘v Brod;0;0;23;1;6;0;0;0;0;0;0;0;64;29;0;0;14;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;5;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;154
B¯eûany;HoraûÔovice;0;0;32;1;3;0;0;0;0;0;0;0;123;9;0;0;10;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;11;0;7;0;0;0;2;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;227
B¯eûany;Hruöovany nad Jeviöovkou;0;0;67;5;29;0;0;0;0;0;1;0;344;62;0;0;33;0;0;1;0;0;0;0;0;6;0;6;0;0;0;0;3;1;2;1;0;0;0;0;1;0;0;0;1;0;0;0;2;6;2;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;4;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;14;1;7;0;0;0;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;0;12;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;12;0;0;0;0;0;0;0;1;3;0;0;0;0;0;0;648
B¯eûany;RakovnÌk;0;0;13;1;4;0;0;0;0;0;0;0;73;6;0;0;4;0;0;0;0;0;0;0;0;1;0;4;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;5;0;7;0;0;0;0;0;0;0;9;0;0;0;0;0;0;0;0;0;0;0;0;16;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;3;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;161
B¯eûany I;KolÌn;0;0;36;2;39;0;0;20;0;0;1;0;197;25;0;1;15;0;0;0;0;0;0;0;0;4;0;3;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;0;1;0;0;0;2;12;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;5;0;19;1;0;0;0;2;0;0;2;0;0;0;0;0;0;0;1;0;0;0;0;7;0;0;0;0;0;0;0;2;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;8;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;418
