"","nazev","typ","subtyp","long","lat","address"
"1653","MUDr. Jiří Karásek","Zdravotnictví","Soukromá ordinace",16.565047,49.168195,"U Pošty 402/14, 625 00 Brno-Brno-Starý Lískovec, Czechia"
"1654","DIORA s.r.o.","Zdravotnictví","Soukromá ordinace",16.624784,49.174736,"Potoční 290/7, 617 00 Brno-jih-Komárov, Czechia"
"1655","B.N.N.R. spol. s r.o.","Zdravotnictví","Soukromá ordinace",16.624338,49.235105,"Majdalenky 10, 638 00 Brno-sever, Czechia"
"1656","CHIRONAX INVEST, s.r.o.","Zdravotnictví","Soukromá ordinace",16.557011,49.224001,"1, Řezáčova 803, 624 00 Brno-Brno-Komín, Czechia"
"1657","ENTERPRISE s.r.o.","Zdravotnictví","Soukromá ordinace",16.594037,49.190448,"Mendlovo nám. 618/17, 603 00 Brno-Brno-střed, Czechia"
"1658","MUDr. Karel Mayer","Zdravotnictví","Soukromá ordinace",16.605749,49.210095,"Vnitřní 454/19, 602 00 Brno-Královo Pole, Czechia"
"1659","MUDr. Helena Veselá","Zdravotnictví","Soukromá ordinace",16.590981,49.226061,"Bulharská 1320/29, 612 00 Brno-Brno-Královo Pole, Czechia"
"1660","MUDr. Hana Ohlídalová","Zdravotnictví","Soukromá ordinace",16.637957,49.192474,"Nezamyslova 2181/9, 615 00 Brno-Židenice, Czechia"
"1661","Vítězslava Handlová","Zdravotnictví","Soukromá ordinace",16.626373,49.200373,"Cejl 33/68, 602 00 Brno-sever, Czechia"
"1662","MUDr. Jana Kinská","Zdravotnictví","Soukromá ordinace",16.611865,49.192597,"Františkánská ulice 502/6, 602 00 Brno-střed-Brno-město, Czechia"
"1663","MUDr. Jaroslav Malášek","Zdravotnictví","Soukromá ordinace",16.595839,49.220783,"Jungmannova 700/5, 612 00 Brno-Královo Pole, Czechia"
"1664","MUDr. Irena Procházková","Zdravotnictví","Soukromá ordinace",16.613782,49.199734,"Příkop 838/6, 602 00 Brno-střed-Zábrdovice, Czechia"
"1665","MUDr. Tomáš Kubík","Zdravotnictví","Soukromá ordinace",16.622875,49.205043,"Jugoslávská 594/25, Černá Pole, 613 00 Brno-Brno-sever, Czechia"
"1666","MUDr. Simona Kubíková","Zdravotnictví","Soukromá ordinace",16.622875,49.205043,"Jugoslávská 594/25, Černá Pole, 613 00 Brno-Brno-sever, Czechia"
"1667","MUDr. Eva Hrubá","Zdravotnictví","Soukromá ordinace",16.606033,49.208314,"Pionýrská 247/11, 602 00 Brno-Královo Pole-Ponava, Czechia"
"1668","MUDr. Eva Medunová","Zdravotnictví","Soukromá ordinace",16.573117,49.177888,"Kamenice 811 /32, 625 00 Brno-Brno-Bohunice, Czechia"
"1669","MUDr. Miroslav Malíšek","Zdravotnictví","Soukromá ordinace",16.63314,49.194448,"Kuklenská 2221/31, 615 00 Brno-Židenice, Czechia"
"1670","MUDr. Jaromír Vašíček","Zdravotnictví","Soukromá ordinace",16.645134,49.198867,"Gajdošova 54, 615 00 Brno-Brno-Židenice, Czechia"
"1671","MUDr. Blanka Nesvadbová","Zdravotnictví","Soukromá ordinace",16.53397,49.197174,"Libušina tř. 580/4, 623 00 Brno-Kohoutovice, Czechia"
"1672","MUDr. Pavel Giacintov","Zdravotnictví","Soukromá ordinace",16.606814,49.195483,"Česká 161, 602 00 Brno-střed, Czechia"
"1673","PhDr. Julián Kuric","Zdravotnictví","Soukromá ordinace",16.627471,49.210815,"Rotalova 1091/38, 614 00 Brno-sever-Husovice, Czechia"
"1674","PhDr. Alena Zemanová","Zdravotnictví","Soukromá ordinace",16.610348,49.202512,"tř. Kpt. Jaroše 1940/25, 602 00 Brno-střed-Černá Pole, Czechia"
"1675","MUDr. Anna Bechyňská","Zdravotnictví","Soukromá ordinace",16.595568,49.180122,"Vídeňská 546/55, 639 00 Brno-střed-Štýřice, Czechia"
"1676","MUDr. Dagmar Bednaříková","Zdravotnictví","Soukromá ordinace",16.588949,49.198509,"Údolní 551/63, Stránice, 602 00 Brno-Brno-střed, Czechia"
"1677","MUDr. Helena Vašková","Zdravotnictví","Soukromá ordinace",16.580953,49.247358,"Vránova 172, - poliklinika Řečkovice, 1. patro - ženské oddělení, 621 00 Brno-Brno-Řečkovice a Mokrá Hora, Czechia"
"1678","MUDr. Helena Vašková","Zdravotnictví","Soukromá ordinace",16.60869,49.200313,"3, Koliště 1907, 602 00 Brno-střed, Czechia"
"1679","MUDr. Jarmila Fuchsová","Zdravotnictví","Soukromá ordinace",16.649507,49.196457,"Jamborova 3264/57, 615 00 Brno-Židenice, Czechia"
"1680","MUDr. Stanislava Šedá","Zdravotnictví","Soukromá ordinace",16.594985,49.206394,"Zahradníkova 8, 602 00 Brno-střed, Czechia"
"1681","PhDr. Milan Stanislav Ženčák","Zdravotnictví","Soukromá ordinace",16.555952,49.17654,"Oblá 425/30, 634 00 Brno-Nový Lískovec, Czechia"
"1682","MUDr. Milana Smékalová","Zdravotnictví","Soukromá ordinace",16.654636,49.191623,"Juliánovské nám. 3878/2, 636 00 Brno-Židenice, Czechia"
"1683","MUDr. Alžběta Kryštofová","Zdravotnictví","Soukromá ordinace",16.585603,49.195454,"Vaňkovo nám. 289/5, 602 00 Brno-střed-Stránice, Czechia"
"1684","MUDr. Ivana Čurdová","Zdravotnictví","Soukromá ordinace",16.624464,49.191433,"Křenová 224/67, 602 00 Brno-Brno-střed, Czechia"
"1685","MUDr. Jan Doležel, Ph.D.","Zdravotnictví","Soukromá ordinace",16.578503,49.191055,"Hlinky 48/122, 603 00 Brno-střed, Czechia"
"1686","MONEA Brno, s.r.o.","Zdravotnictví","Soukromá ordinace",16.623775,49.204047,"Jugoslávská 13, 613 00 Brno-Brno-sever, Czechia"
"1687","LUX - DENT s.r.o.","Zdravotnictví","Soukromá ordinace",16.600226,49.215093,"Štefánikova 121/52, 612 00 Brno-Královo Pole-Ponava, Czechia"
"1688","GYAM s.r.o.","Zdravotnictví","Soukromá ordinace",16.388286,49.182951,"Zámecká 49, 665 01 Rosice-Rosice u Brna, Czechia"
"1689","NCOM, spol. s r.o.","Zdravotnictví","Soukromá ordinace",16.606276,49.201765,"Lidická 977/23a, 602 00 Brno-střed-Veveří, Czechia"
"1690","Institut komplexní péče, spol. s r.o.","Zdravotnictví","Soukromá ordinace",16.641885,49.219011,"Franzova 1101/43, 614 00 Brno-Brno-Maloměřice a Obřany, Czechia"
"1691","AV - DENT, spol. s r.o.","Zdravotnictví","Soukromá ordinace",16.60904,49.192935,"Radnická 376/11, 602 00 Brno-střed, Czechia"
"1692","Masarykova onkologická orofaciální společnost, s.r.o., ve zkratce MOOS, s.r.o.","Zdravotnictví","Soukromá ordinace",16.594392,49.220051,"Slovinská 847/43, 612 00 Brno-Královo Pole, Czechia"
"1693","MUDr. Hana Tomašová","Zdravotnictví","Soukromá ordinace",16.565047,49.168195,"U Pošty 402/14, 625 00 Brno-Brno-Starý Lískovec, Czechia"
"1694","MUDr. Marcela Sedláčková","Zdravotnictví","Soukromá ordinace",16.56878,49.214587,"Sochorova 3221/1, 616 00 Brno-Žabovřesky, Czechia"
"1695","Společnost Podané ruce, o.p.s.","Zdravotnictví","Soukromá ordinace",16.603937,49.191433,"Kopečná 324/44, 602 00 Brno-střed-Staré Brno, Czechia"
"1696","Šárka Rolencová","Zdravotnictví","Soukromá ordinace",16.64154,49.198465,"Vymazalova 405/2, 615 00 Brno-Židenice, Czechia"
"1697","MUDr. Petr KLIMECKÝ","Zdravotnictví","Soukromá ordinace",16.505323,49.218898,"Lýskova 1031/2, 635 00 Brno-Brno-Bystrc, Czechia"
"1698","MUDr. Libuše Gottvaldová","Zdravotnictví","Soukromá ordinace",16.624657,49.192413,"Křenová 65c, 602 00 Brno-Brno-střed, Czechia"
"1699","MUDr. Věra Musilová","Zdravotnictví","Soukromá ordinace",16.574999,49.213952,"Horova 1623, 616 00 Brno-Žabovřesky, Czechia"
"1700","MUDr. Hana Švaříčková","Zdravotnictví","Soukromá ordinace",16.63314,49.194448,"Kuklenská 2221/31, 615 00 Brno-Židenice, Czechia"
"1701","MUDr. Jaromíra Balzarová","Zdravotnictví","Soukromá ordinace",16.639157,49.197601,"Karáskovo nám. 2683/11, 615 00 Brno-Židenice, Czechia"
"1702","MUDr. Jiří Marek","Zdravotnictví","Soukromá ordinace",16.633476,49.213306,"Hálkova 498/30, 614 00 Brno-sever-Husovice, Czechia"
"1703","MUDr. David Procházka","Zdravotnictví","Soukromá ordinace",16.61852,49.204196,"Černopolní 216/22, 613 00 Brno-sever-Černá Pole, Czechia"
"1704","MUDr. Michaela Valoušková","Zdravotnictví","Soukromá ordinace",16.585014,49.221205,"Purkyňova 35e, 612 00 Brno-Královo Pole, Czechia"
"1705","MUDr. Ivona Jonášová","Zdravotnictví","Soukromá ordinace",16.627471,49.210815,"Rotalova 1091/38, 614 00 Brno-sever-Husovice, Czechia"
"1706","MUDr. Martina Raková","Zdravotnictví","Soukromá ordinace",16.678626,49.180002,"Langrova 818/4, 627 00 Brno-Slatina, Czechia"
"1707","MUDr. Vondráková Alena","Zdravotnictví","Soukromá ordinace",16.622933,49.189204,"Mlýnská 30/48, 602 00 Brno-střed, Czechia"
"1708","MUDr. Petr Unčovský","Zdravotnictví","Soukromá ordinace",16.585276,49.235525,"Hudcova 390/74, 612 00 Brno-Medlánky, Czechia"
"1709","MUDr. Jaromír Holík","Zdravotnictví","Soukromá ordinace",16.596761,49.191854,"Pekařská 440/84, 602 00 Brno-střed, Czechia"
"1710","MUDr. Václav Havlíček","Zdravotnictví","Soukromá ordinace",16.596761,49.191854,"Pekařská 440/84, 602 00 Brno-střed, Czechia"
"1711","Marek Vlach","Zdravotnictví","Soukromá ordinace",16.632352,49.20189,"Zábrdovická 11, 615 00 Brno-Židenice, Czechia"
"1712","doc. MUDr. Jan Válka","Zdravotnictví","Soukromá ordinace",16.590981,49.226061,"Bulharská 1320/29, 612 00 Brno-Brno-Královo Pole, Czechia"
"1713","MUDr. Zoja Vrbková","Zdravotnictví","Soukromá ordinace",16.583675,49.241308,"Banskobystrická 657/131, 621 00 Brno-Řečkovice a Mokrá Hora, Czechia"
"1714","MUDr. Bronislava Karasová","Zdravotnictví","Soukromá ordinace",16.599352,49.220035,"Florianova 413/5, 612 00 Brno-Královo Pole, Czechia"
"1715","MUDr. Bronislava Karasová","Zdravotnictví","Soukromá ordinace",16.614577,49.22326,"Křižíkova 68, 612 00 Brno-Brno-Královo Pole, Czechia"
"1716","MUDr. Aleš Bourek, Ph.D.","Zdravotnictví","Soukromá ordinace",16.626691,49.208027,"Svitavská 836/33, 614 00 Brno-sever-Husovice, Czechia"
"1717","MUDr. Zdeňka Zobalová","Zdravotnictví","Soukromá ordinace",16.627194,49.223155,"Halasovo nám. 597/1, 638 00 Brno-sever, Czechia"
"1718","MUDr. Jana Plachá","Zdravotnictví","Soukromá ordinace",16.686995,49.175894,"Tuřanka 233/11, 627 00 Slatina, Czechia"
"1719","MUDr. Dana Vodová","Zdravotnictví","Soukromá ordinace",16.661186,49.204837,"Velkopavlovická 4310/25, 628 00 Brno-Brno-Vinohrady, Czechia"
"1720","MUDr. Jaromír Hejl","Zdravotnictví","Soukromá ordinace",16.61852,49.204196,"Černopolní 216/22, 613 00 Brno-sever-Černá Pole, Czechia"
"1721","MUDr. Hana Hendrychová","Zdravotnictví","Soukromá ordinace",16.62469,49.191828,"Křenová 531/69a, Trnitá, 602 00 Brno-Brno-střed, Czechia"
"1722","MUDr. Sylva Štěpánská","Zdravotnictví","Soukromá ordinace",16.622185,49.219168,"Janouškova 579/4, 613 00 Brno-sever-Černá Pole, Czechia"
"1723","MUDr. Miluše Blažková","Zdravotnictví","Soukromá ordinace",16.661186,49.204837,"Velkopavlovická 4310/25, 628 00 Brno-Brno-Vinohrady, Czechia"
"1724","MUDr. Karel Vaněk","Zdravotnictví","Soukromá ordinace",16.597964,49.201061,"Grohova 10/12, 602 00 Brno-střed, Czechia"
"1725","MUDr. Karel Pavlík","Zdravotnictví","Soukromá ordinace",16.599477,49.188622,"Hybešova 310/65, 602 00 Brno-střed-Staré Brno, Czechia"
"1726","MUDr. Jaroslav Vostrejž","Zdravotnictví","Soukromá ordinace",16.60569,49.201231,"Mášova 738/20, 602 00 Brno-střed-Veveří, Czechia"
"1727","MUDr. Jana Vildová","Zdravotnictví","Soukromá ordinace",16.591865,49.23217,"Božetěchova 1376/105, 612 00 Brno-Královo Pole, Czechia"
"1728","MUDr. Pavel Holuša","Zdravotnictví","Soukromá ordinace",16.600978,49.19767,"Marešova 12, 602 00 Brno-střed, Czechia"
"1729","MUDr. Jiří Čalkovský","Zdravotnictví","Soukromá ordinace",16.571803,49.218819,"Sovova 1437/9, 616 00 Brno-Žabovřesky, Czechia"
"1730","MUDr. Urbánková Vlastimila","Zdravotnictví","Soukromá ordinace",16.614577,49.22326,"Křižíkova 68, 612 00 Brno-Brno-Královo Pole, Czechia"
"1731","MUDr. Jaroslav Král","Zdravotnictví","Soukromá ordinace",16.548921,49.220003,"Branka 54, 624 00 Brno-Komín, Czechia"
"1732","MUDr. Dagmar Baniová","Zdravotnictví","Soukromá ordinace",16.594089,49.190361,"Mendlovo nám. 149/16, 603 00 Brno-Brno-střed, Czechia"
"1733","MUDr. Petr Vališ","Zdravotnictví","Soukromá ordinace",16.524933,48.981935,"Brněnská 120, 691 23 Pohořelice, Czechia"
"1734","MUDr. Milana Hemzalová","Zdravotnictví","Soukromá ordinace",16.528639,49.225732,"nám. 28. dubna 167/14, 635 00 Brno-Bystrc, Czechia"
"1735","MUDr. Eva Tomaštíková","Zdravotnictví","Soukromá ordinace",16.622185,49.219168,"Janouškova 579/4, 613 00 Brno-sever-Černá Pole, Czechia"
"1736","MUDr.Eva Bučková","Zdravotnictví","Soukromá ordinace",16.651337,49.193119,"Škroupova 2671/21, 636 00 Brno-Židenice, Czechia"
"1737","MUDr. Jan CIENCIALA","Zdravotnictví","Soukromá ordinace",16.584702,49.194031,"Žlutý kopec 919/6, 602 00 Brno-střed-Staré Brno, Czechia"
"1738","doc. MUDr. Luboš Hrazdira CSc.","Zdravotnictví","Soukromá ordinace",16.637392,49.195834,"Jílkova 1930/167, 615 00 Brno-Židenice, Czechia"
"1739","MUDr. Vladislav Ambroz","Zdravotnictví","Soukromá ordinace",16.728104,49.164354,"Karla Čapka 1656/13, 664 51 Šlapanice-Šlapanice u Brna, Czechia"
"1740","MUDr. Vladimír Kaprál","Zdravotnictví","Soukromá ordinace",16.585603,49.230305,"Herčíkova 23, 612 00 Brno-Brno-Královo Pole, Czechia"
"1741","MUDr. Vladimír Kaprál","Zdravotnictví","Soukromá ordinace",16.59519,49.182508,"Vojtova 243/23, 639 00 Brno-Brno-střed, Czechia"
"1742","MUDr. Olga Maršálková","Zdravotnictví","Soukromá ordinace",16.613782,49.199734,"Příkop 838/6, 602 00 Brno-střed-Zábrdovice, Czechia"
"1743","MUDr. Stalmachová Kristina","Zdravotnictví","Soukromá ordinace",16.424283,49.35198,"Kukýrna 47, 666 01 Tišnov-Tišnov 1, Czechia"
"1744","MUDr. Věra Vodová","Zdravotnictví","Soukromá ordinace",16.43211,49.345497,"Na Rybníčku 627, 666 01 Tišnov-Tišnov 1, Czechia"
"1745","MUDr. Tomáš Veselý","Zdravotnictví","Soukromá ordinace",16.594479,49.203382,"Čápkova 40, 602 00 Brno-Brno-střed, Czechia"
"1746","MUDr. Anežka Nakládalová","Zdravotnictví","Soukromá ordinace",16.575895,49.218219,"Makovského nám. 2, 616 00 Brno-Brno-Žabovřesky, Czechia"
"1747","MUDr. Aleš Káňa","Zdravotnictví","Soukromá ordinace",16.592313,49.205268,"Rybkova 338/9, 602 00 Brno 2, Czechia"
"1748","MUDr. Helena Gebauerová","Zdravotnictví","Soukromá ordinace",16.60092,49.183977,"Bakalovo nábř. 1/1, 639 00 Brno-střed-Štýřice, Czechia"
"1749","MUDr.Ladislav Bárta","Zdravotnictví","Soukromá ordinace",16.592313,49.205268,"Rybkova 338/9, 602 00 Brno 2, Czechia"
"1750","MUDr. Marta Holanová","Zdravotnictví","Soukromá ordinace",16.640091,49.20568,"Taussigova 983/13, 615 00 Brno-Židenice, Czechia"
"1751","MUDr. Petr Gál","Zdravotnictví","Soukromá ordinace",16.577958,49.22247,"Horská 2964/34, 616 00 Brno-Žabovřesky, Czechia"
"1752","MUDr.Dana Šilhanová","Zdravotnictví","Soukromá ordinace",16.603478,49.191558,"Kopečná 248/31, 602 00 Brno-střed-Staré Brno, Czechia"
"1753","MUDr. Marcela Suchá","Zdravotnictví","Soukromá ordinace",16.648967,49.227423,"Obřanská 509/169, 614 00 Brno-Maloměřice a Obřany, Czechia"
"1754","MUDr. Aleš Kleinbauer","Zdravotnictví","Soukromá ordinace",16.752809,49.342266,"Havlíčkovo nám. 493, 679 06 Jedovnice, Czechia"
"1755","MUDr. Petr Prokop","Zdravotnictví","Soukromá ordinace",16.654508,49.012016,"Městečko 54, 691 64 Nosislav, Czechia"
"1756","Mgr. Bohuslava Výletová","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"1757","Mgr. Bohuslava Výletová","Zdravotnictví","Soukromá ordinace",16.424039,49.349797,"nám. Míru 24, 666 01 Tišnov-Tišnov 1, Czechia"
"1758","MUDr. Bronislava Macíčková","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"1759","MUDr. Boris Chrást","Zdravotnictví","Soukromá ordinace",16.424039,49.349797,"nám. Míru 24, 666 01 Tišnov-Tišnov 1, Czechia"
"1760","MUDr. Zdeňka Janoušková","Zdravotnictví","Soukromá ordinace",16.345576,49.242482,"Brněnská 56, 664 83 Domašov-Domašov u Brna, Czechia"
"1761","MUDr. Jitka Dirhanová","Zdravotnictví","Soukromá ordinace",16.575771,49.289805,"Hlavní 94/21, 664 31 Lelekovice, Czechia"
"1762","MUDr. Ivan Pár","Zdravotnictví","Soukromá ordinace",16.388286,49.182951,"Zámecká 49, 665 01 Rosice-Rosice u Brna, Czechia"
"1763","MUDr. Jiří Podlaha CSc.","Zdravotnictví","Soukromá ordinace",16.728104,49.164354,"Karla Čapka 1656/13, 664 51 Šlapanice-Šlapanice u Brna, Czechia"
"1764","MUDr. Lubomír Konečný","Zdravotnictví","Soukromá ordinace",16.612353,49.164892,"Bednářova 644/1A, 619 00 Brno-jih-Horní Heršpice, Czechia"
"1765","MUDr. Ludmila Dufková","Zdravotnictví","Soukromá ordinace",16.366094,49.093216,"Školní 243/37, Němčice, 664 91 Ivančice, Czechia"
"1766","MUDr. Naděžda Nováková, oční ambulance","Zdravotnictví","Soukromá ordinace",16.85716,48.996382,"Zámecká 821/7, 691 72 Klobouky u Brna, Czechia"
"1767","MUDr. Naděžda Nováková, oční ambulance","Zdravotnictví","Soukromá ordinace",16.621113,49.036088,"Coufalíkovo nám. 78, 667 01 Židlochovice, Czechia"
"1768","MUDr.Jitka Valachová","Zdravotnictví","Soukromá ordinace",16.654482,49.012335,"Městečko 53, 691 64 Nosislav, Czechia"
"1769","MUDr. Josef Ošmera","Zdravotnictví","Soukromá ordinace",16.602439,49.092586,"Masarykova 208, 664 61 Rajhrad, Czechia"
"1770","MUDr. Jarmila Mendlová","Zdravotnictví","Soukromá ordinace",16.424039,49.349797,"nám. Míru 24, 666 01 Tišnov-Tišnov 1, Czechia"
"1771","MUDr. Eva Hošnová","Zdravotnictví","Soukromá ordinace",16.441154,49.275609,"Dlouhá 34, 664 71 Veverská Bítýška, Czechia"
"1772","MUDr. Alena Bendáková","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"1773","MUDr. Alena Bendáková","Zdravotnictví","Soukromá ordinace",16.424039,49.349797,"nám. Míru 24, 666 01 Tišnov-Tišnov 1, Czechia"
"1774","MUDr. Ilona Vildomcová","Zdravotnictví","Soukromá ordinace",16.441154,49.275609,"Dlouhá 34, 664 71 Veverská Bítýška, Czechia"
"1775","MUDr. Miluše Uhlířová","Zdravotnictví","Soukromá ordinace",16.493547,49.151777,"Školní 680/2, 664 47 Střelice-Střelice u Brna, Czechia"
"1776","MUDr. Pavel Klaška","Zdravotnictví","Soukromá ordinace",16.361277,49.186967,"Babická 136, 664 84 Zastávka-Zastávka u Brna, Czechia"
"1777","MUDr. Jana Bartošková","Zdravotnictví","Soukromá ordinace",16.293816,49.221463,"Komenského 105, 664 84 Zbraslav-Zastávka u Brna, Czechia"
"1778","MUDr. Jaroslav Jeroušek","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
"1779","MUDr. Marie Košťálová","Zdravotnictví","Soukromá ordinace",16.465032,49.069956,"Masarykovo nám. 64, 664 64 Dolní Kounice, Czechia"
"1780","MUDr. Kuczman Mikuláš, gynekolog","Zdravotnictví","Soukromá ordinace",16.465032,49.069956,"Masarykovo nám. 64, 664 64 Dolní Kounice, Czechia"
"1781","MUDr. Michaela Kostková","Zdravotnictví","Soukromá ordinace",16.768709,49.037946,"Těšany 425, 664 54 Těšany, Czechia"
"1782","MUDr. Michaela Kostková","Zdravotnictví","Soukromá ordinace",16.604514,49.088894,"Masarykova 48, 664 61 Rajhrad, Czechia"
"1783","MUDr. Zdeněk Pospíšil","Zdravotnictví","Soukromá ordinace",16.578988,49.29576,"Zahumení 264/60, 664 31 Lelekovice, Czechia"
"1784","MUDr. Igor Crha","Zdravotnictví","Soukromá ordinace",16.79079,49.209099,"V Zámku 7, 664 07 Pozořice, Czechia"
"1785","MUDr. Vladimír Enev, zubní lékař","Zdravotnictví","Soukromá ordinace",16.505844,49.170867,"Zámecká 150/8, 664 41 Troubsko, Czechia"
"1786","MUDr. Monika Veigendová","Zdravotnictví","Soukromá ordinace",16.751885,49.219995,"Mokrá-Horákov 357, 664 04 Mokrá-Horákov, Czechia"
"1787","MUDr. Dana Gotzmannová","Zdravotnictví","Soukromá ordinace",16.391026,49.180996,"Palackého nám. 1269, 665 01 Rosice-Rosice u Brna, Czechia"
"1788","MUDr. Alena Procházková","Zdravotnictví","Soukromá ordinace",16.728104,49.164354,"Karla Čapka 1656/13, 664 51 Šlapanice-Šlapanice u Brna, Czechia"
"1789","MUDr. Eva Havelková","Zdravotnictví","Soukromá ordinace",16.604514,49.088894,"Masarykova 48, 664 61 Rajhrad, Czechia"
"1790","MUDr. Danica Drahošová","Zdravotnictví","Soukromá ordinace",16.428416,49.34405,"Brněnská 305, 666 01 Tišnov-Tišnov 1, Czechia"
"1791","MUDr. Vladimír Drahoš, zubní lékař","Zdravotnictví","Soukromá ordinace",16.534918,49.3104,"Blanenská 982/15, 664 34 Kuřim, Czechia"
